,happy,moves,deaths,births,total_agents,adults_agents,young_agents,elderly_agents,similar_neighbors
258,0.7850652455278192,43.4,10.6,6.4,243.0,79.8,68.2,95.0,0.3534883666424534
259,0.7672151900387334,45.8,11.0,5.6,238.8,80.0,66.6,92.2,0.33443106871450423
260,0.7568554951277501,48.4,7.0,6.2,233.4,78.6,65.2,89.6,0.3257811122114409
261,0.7476741031652393,51.2,8.0,8.0,232.6,77.8,64.6,90.2,0.32356700497576474
262,0.7483113499071836,50.6,8.4,9.2,232.6,74.6,65.6,92.4,0.31610067678481335
263,0.7327199819557948,52.8,6.6,6.0,233.4,75.0,66.6,91.8,0.30990548137935947
264,0.7633476010988878,45.6,8.6,7.6,232.8,77.4,62.6,92.8,0.3244260371375497
265,0.7594109866068923,45.6,6.8,10.2,231.8,77.2,63.2,91.4,0.32423316824600945
266,0.7555551005548571,47.2,7.6,7.8,235.2,74.8,66.4,94.0,0.3225396217781785
267,0.7365367574953807,49.6,6.0,7.0,235.4,74.0,67.0,94.4,0.3262999004960906
268,0.7275658074683701,51.0,6.6,6.8,236.4,74.6,67.6,94.2,0.32627153445194174
269,0.7277006611348533,51.4,7.8,8.4,236.6,72.2,68.8,95.6,0.3277266824813617
270,0.7438558553862588,48.8,7.8,7.6,237.2,71.4,71.0,94.8,0.33859087009617655
271,0.7421879218013007,49.6,8.4,8.4,237.0,72.6,70.6,93.8,0.3329647327515382
272,0.7606494300665945,46.2,7.6,8.2,237.0,74.8,69.8,92.4,0.33251380122723045
273,0.7500168812434305,47.6,10.2,5.4,237.6,72.6,72.0,93.0,0.33423083819886457
274,0.7501174190029942,47.6,7.8,7.8,232.8,70.2,69.8,92.8,0.33538394822588424
275,0.7528897393328514,46.6,7.6,6.8,232.8,73.4,67.4,92.0,0.3286128054413867
276,0.7348963909246161,49.4,7.2,7.8,232.0,74.2,66.4,91.4,0.3184936764523721
277,0.7207130047952038,51.8,9.4,5.4,232.6,74.0,67.2,91.4,0.3183771161990734
278,0.7227700882467186,49.4,8.0,8.0,228.6,74.4,65.8,88.4,0.3185547511602781
279,0.7421402635866879,45.6,5.8,6.8,228.6,77.2,65.4,86.0,0.32276859468713204
280,0.7326285924490205,48.8,8.0,6.8,229.6,78.6,64.6,86.4,0.3213728377647304
281,0.7428609115207052,46.6,7.0,7.2,228.4,79.0,63.0,86.4,0.3231643425359314
282,0.7442007854336798,46.4,6.8,7.0,228.6,78.0,62.0,88.6,0.32615884089913044
283,0.7272200707569039,49.2,7.0,7.2,228.8,77.4,63.6,87.8,0.31996941334436657
284,0.7230748217243111,50.0,8.2,8.6,229.0,77.6,63.0,88.4,0.319858652459954
285,0.7028320416945901,52.2,10.0,5.4,229.4,74.2,64.8,90.4,0.3153033255403707
286,0.7091873223883621,52.4,7.0,7.8,224.8,74.2,62.4,88.2,0.3062113918153891
287,0.7261256738102209,47.4,7.0,9.0,225.6,72.6,64.8,88.2,0.3092622179360601
288,0.7359083403208887,48.0,7.2,7.2,227.6,73.8,65.8,88.0,0.30975202045861805
